Vehicle_ID,Distance_Traveled,Battery_Capacity,Processing_Capability,Available_Storage,Number_of_Other_Tasks,Network_Latency,Number_of_Transactions,Block_Size
#05800,160.5974299,2563.076623,2.252064995,921.8638988,14,34.4629343,2721.251543,9.040744509
#05801,937.4701654,4585.595081,2.086258858,342.9120799,5,84.57397437,1741.172671,8.90607663
#05802,887.7373473,4353.831235,1.716330984,611.0752183,18,159.1591411,508.6845842,2.562485369
#05803,874.9701497,3577.001885,1.292788475,954.3815579,1,127.962263,1835.619173,6.989601777
#05804,456.2556082,2911.722927,1.199535006,662.1281528,18,93.66467805,3591.349689,9.872317083
#05805,789.8105397,2458.695288,1.813222533,827.9051401,17,149.6592131,2781.700967,7.249263281
#05806,360.9973066,2242.818864,1.469118354,181.3860611,2,153.4913806,4165.978992,5.501023323
#05807,860.7381948,4219.541892,1.229278597,698.742248,18,105.521043,3450.160246,7.020753588
#05808,906.5385193,2725.486818,1.856273499,301.3648322,14,116.9506277,3198.939478,9.756957749
#05809,538.761625,3135.434423,2.441480029,245.9594219,13,95.42291972,3678.968055,5.039376784
#05810,476.7160338,2302.872689,2.334784721,215.4676949,12,160.5575594,2661.258628,7.532177461
#05811,533.1663755,4786.007516,2.332332463,242.6071261,9,21.47700097,3473.708443,2.54094083
#05812,238.8840958,4188.726346,1.269213385,838.7117196,12,24.7034317,3351.377755,2.835835916
#05813,92.76682198,4645.810085,1.717213315,179.8752073,4,157.4595502,4387.757064,5.586932006
#05814,387.5330716,2124.973559,1.501216891,213.5975965,11,135.1250288,3964.028039,1.523513635
#05815,784.2905513,2237.378761,2.64851888,283.1573066,9,57.5040616,4699.632397,6.109216355
#05816,682.0700167,2809.985533,2.099542182,141.4821902,12,130.3088962,4394.272091,5.707569541
#05817,841.0318507,2024.557613,1.422187596,353.9465718,15,54.59642847,2247.842656,7.436401255
#05818,452.0167965,2532.896878,1.204512231,660.2454944,0,103.7623577,4102.965524,3.960051266
#05819,125.1477084,2902.008754,2.850883158,231.5091727,1,111.0382011,4005.571766,2.589195528
#05820,523.1026079,2595.399935,1.742019805,266.6707835,6,55.28538549,4976.510411,3.951348512
#05821,40.45051977,3884.523225,1.52845447,378.0640691,13,98.81927807,4099.704311,4.383542758
#05822,431.4375497,3155.748185,2.893823426,706.2000905,18,164.1361701,3422.033011,9.22546801
#05823,202.2154441,2690.311598,2.881990268,989.9973159,9,134.1610994,2711.733055,6.537096113
#05824,844.4036689,3550.428057,2.356075974,854.5593662,18,172.0711005,2241.120713,3.751475702
#05825,129.79698,2816.744943,1.237738188,726.9022948,16,145.8039144,1473.650671,8.166545043
#05826,475.1627853,3767.746175,1.452570802,512.5285948,2,94.7294628,3635.708775,3.825594128
#05827,385.7525499,3447.226001,1.599373997,935.1102685,18,134.7255762,98.09850266,8.921616463
#05828,845.5397096,2271.521929,1.309836463,696.8254071,6,95.97983318,4885.71217,8.287103865
#05829,562.0630784,3208.23734,2.957512053,232.157128,14,74.54679966,4223.236366,4.790522744
#05830,475.4796899,2398.526974,2.70931916,582.9124362,9,155.6708839,1584.771571,2.900715771
#05831,596.5978489,2917.919874,2.452337849,578.9984662,16,19.15167449,2354.616854,3.345358141
#05832,232.9089706,3649.064381,2.336902321,610.0023839,11,145.8185192,171.9001087,1.578007249
#05833,521.8621574,3801.593895,1.521395436,417.7874374,5,40.38439869,1875.065662,1.005784587
#05834,350.6875007,4179.313493,2.366714582,138.0890877,15,89.33183955,424.7000493,5.789473692
#05835,109.8090171,3967.991754,1.901363388,1005.464613,18,22.92201817,3344.457794,6.588516813
#05836,791.7070987,3347.911949,2.740686094,278.0241885,3,29.19033386,91.6056489,1.259510011
#05837,361.4346274,4276.789312,1.323230153,803.5189221,15,95.31571841,45.4133978,2.626307626
#05838,279.6322993,2084.613843,2.963971798,1020.243381,12,15.26123432,487.4500836,3.088261103
#05839,1.569047799,4842.269824,1.620575461,428.0950521,5,142.0363292,2944.28479,8.242046028
#05840,38.96648349,2719.27139,1.794778193,360.7708389,8,192.3039789,1477.672178,6.529379092
#05841,252.5926268,4083.395311,2.939473455,711.5105617,14,142.6932367,2529.207679,5.41591742
#05842,330.200759,2892.387167,2.164976404,431.7905086,18,63.35268093,3768.298601,2.754035743
#05843,699.4284904,4070.897765,1.684124941,221.6494142,6,153.6624215,3779.184677,4.53797625
#05844,369.0876063,3404.061709,2.019639998,481.0389936,11,196.1958917,1448.665028,7.643133507
#05845,796.728363,2756.368935,2.702386183,209.1802741,14,94.7262204,872.1703279,4.628431709
#05846,587.5790483,4739.914483,1.261888511,493.8787477,0,21.75206541,733.9266731,6.172055439
#05847,351.216486,2700.951733,1.70614432,348.6603061,11,90.41308476,2256.695298,8.160840663
#05848,158.2400513,2246.454306,1.269092019,515.4040714,8,81.00882094,3693.077854,2.140907806
#05849,2.368039931,2156.66045,1.74278131,130.9008984,13,88.21387157,4355.565934,9.170594206
#05850,383.7311609,2949.001385,1.587335308,299.5494478,4,156.0480009,3288.288414,1.544960564
#05851,407.3135866,2420.803524,1.278950936,240.4630537,1,170.0054648,283.8583291,2.011035502
#05852,364.5273523,2774.825914,2.483492344,628.4117791,4,139.1029789,3685.449277,8.850955496
#05853,802.6016407,4975.877516,2.697554454,1002.891934,14,118.2189963,8.869313299,9.772249804
#05854,96.45972535,3447.768835,1.254351471,405.8225519,16,157.3405327,229.2434321,1.21245523
#05855,115.787322,3918.145139,1.964979239,219.1527309,16,69.85434932,358.0569021,6.230436091
#05856,234.2298453,4779.657017,2.772240232,442.2282193,17,24.89704456,432.1587999,9.136827304
#05857,514.2189707,2079.030553,2.486807246,238.3004916,16,157.8161916,1344.731621,7.75306841
#05858,726.1754992,3342.816252,1.004969233,1014.469786,13,129.9215939,2484.803476,4.99200189
#05859,903.7600769,4428.674937,1.665835093,562.6313773,2,170.6548573,2546.19277,2.528624266
#05860,267.8277404,4649.802203,1.539074604,559.9696383,16,38.87626832,3026.067417,6.980514041
#05861,128.6715523,4541.308853,1.850203659,997.4991423,10,109.3698047,1614.819203,5.308756357
#05862,509.7052851,3105.591144,2.053180461,434.1241603,1,160.2076699,537.7771691,1.47885266
#05863,300.292818,2655.783441,1.938350975,273.9719136,7,182.931444,628.0825048,8.799880081
#05864,984.5075468,4329.38087,2.289775706,174.3715021,14,65.0275291,2374.328297,4.52999406
#05865,40.80266986,2785.194838,2.288667594,247.0847106,13,104.9192603,475.5844275,6.707581177
#05866,191.7041361,2548.355016,1.846458542,533.9119043,9,50.10842816,274.5949115,3.191394924
#05867,753.805194,2242.700171,2.694309135,910.0634766,6,44.14344326,4013.077779,3.702210929
#05868,386.9911967,3519.490461,1.702344221,498.5851067,3,69.77651983,1612.399132,9.92394664
#05869,562.6759213,4769.934447,2.388913685,606.5960582,9,145.9325301,1227.696304,3.037730904
#05870,815.6363586,2885.017471,1.889680942,926.7697981,19,37.0247879,4280.094432,2.035310061
#05871,667.1963409,4298.672585,1.195156526,280.3798672,16,56.65935316,998.9152587,6.465158395
#05872,603.9474692,2274.990303,1.472044501,481.3613647,4,117.3871262,4668.399176,6.76865397
#05873,682.1418149,2509.739038,1.705876741,144.744244,8,158.5728315,4396.310036,3.328722954
#05874,65.18041228,2925.470374,1.896971632,917.7416788,4,190.5597864,3274.248949,2.060212736
#05875,98.70146745,2834.207456,2.669122691,375.6530142,19,130.0534132,385.8876032,6.30423924
#05876,607.9413964,3620.551909,1.495808888,728.1461727,9,33.82553083,1237.8255,4.900810418
#05877,368.4764943,2195.884501,1.661070886,719.964897,10,92.72218607,2314.113679,5.934255411
#05878,995.7184768,4473.71581,2.405130245,133.6939522,6,31.15529999,742.440658,2.16109325
#05879,820.838361,3399.824682,1.195300203,510.0898041,0,75.87090774,2850.147845,7.509155649
#05880,926.5519665,3741.784475,2.396176642,183.4527231,19,114.1511211,4596.563683,2.835390266
#05881,181.2828285,3032.603849,2.394230678,271.6412157,1,16.18053508,4118.204396,3.063837154
#05882,625.1055613,2327.35856,2.176510805,361.3362414,8,73.1109311,2817.700652,3.845375029
#05883,28.84953799,2662.565457,1.031836701,237.7097005,7,158.4464431,4357.495415,5.156883596
#05884,735.4071779,2638.429292,2.797296504,859.6299886,9,194.8841649,4240.391698,1.31358026
#05885,43.17943057,2837.1339,2.360178037,612.883401,15,43.39110662,1407.273988,3.325071658
#05886,674.4054622,4797.035709,2.176026022,812.7288633,6,34.96101133,3728.219068,6.463586661
#05887,213.1564765,2736.39443,1.825162272,402.653701,12,52.72767118,3904.291221,8.017329327
#05888,591.5997974,3261.237191,1.833037883,595.4278696,14,199.7897214,918.72267,7.143399364
#05889,276.6987127,3639.007012,2.157056571,273.6208281,15,176.3553279,2617.700906,5.932329864
#05890,23.38041098,2326.101689,2.419707877,424.9983711,3,99.85250257,4281.141649,8.539628109
#05891,685.8515121,2601.043845,2.112147534,907.9401455,12,173.0805541,1952.483877,4.11527613
#05892,449.210485,3584.286563,1.331545425,987.8865772,17,33.92561228,3113.12238,4.011458946
#05893,724.5064318,2218.382076,2.061541642,315.8960598,2,99.94085,3048.337054,6.937689659
#05894,57.22821389,2196.944273,2.457227025,918.2321307,5,169.9697629,2627.684268,4.92155396
#05895,530.6732181,3184.427716,1.658100463,260.108973,2,63.70698466,1720.490444,3.516285954
#05896,55.21212825,3473.257522,2.7682149,378.9046398,1,157.4774035,1488.830439,5.038537971
#05897,144.7031986,2458.851288,2.028012307,322.4492094,14,54.98311103,392.7340664,7.215799644
#05898,784.6288442,4398.659932,1.011400935,996.3104267,15,151.3276648,596.771919,2.263357943
#05899,229.4436324,3919.386675,2.005994878,715.4377517,1,158.7545403,123.7437862,1.283343342
#05900,94.2301938,4518.023521,2.60138256,552.4111955,15,173.4349348,4273.080423,4.869475558
#05901,142.666909,3155.772966,2.489321484,760.6546706,9,164.3272678,1786.219633,9.556312782
#05902,142.2907773,4477.778961,1.202856186,288.7340137,16,23.3254798,2985.190038,3.576401747
#05903,843.980067,2095.07872,2.682968794,222.8635018,10,107.9629583,4594.988579,3.939260134
#05904,590.3525942,2078.134632,2.836530757,598.7892492,3,109.165001,2903.823242,9.439713741
#05905,792.5566725,2253.522852,1.627314044,677.5003346,15,152.1406312,1299.280831,8.795129624
#05906,257.9618773,3394.654961,1.701678693,860.1212439,5,64.60651143,2335.614374,3.099563521
#05907,626.7144916,3657.228638,1.332342799,280.3580698,12,185.7290673,2427.477483,5.304329741
#05908,899.0086834,4724.272108,1.907890435,829.3890774,15,149.5870233,3159.958457,1.815719569
#05909,534.4215353,4523.472912,1.975140284,557.4959959,14,147.2776593,4581.994934,2.494285102
#05910,870.8633221,3349.282579,1.182905824,756.0927077,6,90.90622201,4127.176686,5.827483673
#05911,218.8276689,3735.860012,1.873903012,887.1345626,10,167.5381909,3823.031076,4.260163636
#05912,966.9597733,3071.214786,2.609550525,993.7512062,10,83.20501908,2858.609271,8.90766643
#05913,80.61279608,3596.923103,2.08768512,464.5404692,3,128.0744942,3752.41319,5.145946976
#05914,761.3472514,2237.853572,2.761229468,700.3327609,1,179.8618365,1555.783911,3.827459807
#05915,202.5171055,3552.063191,1.257874674,158.3405966,2,168.025179,3360.34175,2.06105081
#05916,117.7708142,2875.408458,2.753169265,770.1317328,2,90.60607394,3899.682974,3.35530755
#05917,559.4669056,2726.887355,1.009742309,666.7531515,1,88.12168604,256.5916954,3.772884317
#05918,317.7052603,2998.449765,1.530309769,219.5508021,17,197.6674214,4695.845942,9.585827178
#05919,223.2974313,3100.068397,1.52970904,576.502932,13,81.70778616,3280.548508,4.534545603
#05920,439.6841664,3907.832829,1.170050439,969.7126547,4,31.36261402,3911.104042,1.762759266
#05921,988.4330116,4485.875314,2.574470909,261.2132465,1,112.2106963,4180.091606,1.477683283
#05922,633.0448809,2555.826066,2.738231292,162.9651666,19,22.83903419,26.42289943,4.464050827
#05923,279.3243626,2650.944411,1.95897047,840.839791,5,23.05007456,4996.469722,2.29543029
#05924,985.916301,3803.351352,2.004269909,791.9983353,11,142.8891701,872.8530202,9.332816747
#05925,279.8875142,4173.520815,2.770017881,404.1595918,3,26.99930737,4991.527741,6.923478148
#05926,719.9319603,3351.570465,1.981176816,876.6812037,18,14.27919511,1916.585277,1.787168715
#05927,264.0694817,4090.67273,1.38355428,656.3500612,15,52.22618993,1158.700138,2.128143982
#05928,774.5321415,3352.269967,2.431628292,201.8216809,15,24.84172968,1586.947105,8.976205318
#05929,644.3401403,4680.045962,2.146456775,204.5362671,10,71.67181447,2192.651463,4.842627099
#05930,573.1341557,4196.589203,2.260809027,627.2676262,18,170.6599392,2532.264295,3.763390944
#05931,459.4359794,3425.257605,1.908487809,384.536794,16,79.22187651,2749.792763,8.957126039
#05932,243.6004166,3109.585731,2.754208104,224.6221509,2,76.38884882,76.97334119,3.810976583
#05933,609.8178112,3201.892967,1.274601672,408.6788193,17,164.838095,3481.785741,6.984721373
#05934,874.4732016,4397.061381,1.893731188,306.2293229,2,182.8725361,3761.241309,5.215966961
#05935,32.27410864,2915.826986,2.330307706,861.3438348,5,87.25609821,15.12663911,2.288715207
#05936,732.9370691,2431.08198,2.123895522,636.0810225,13,46.99386235,4408.9671,4.28643896
#05937,880.0426126,2112.07453,1.683005124,436.7031173,5,86.00361412,371.7818645,5.737741175
#05938,617.2708925,2667.457217,1.198729231,565.7703872,11,79.17472957,3190.154304,6.426343053
#05939,259.1722018,4569.126985,2.268070151,336.1816579,14,22.78382181,1012.070629,9.062146996
#05940,352.1235844,4962.157878,2.95421089,317.3206526,11,135.8862179,2132.945386,4.999399397
#05941,749.0560161,2520.827898,2.637818989,928.1618828,12,19.31240283,493.0112319,1.041276175
#05942,367.455542,4031.306586,2.077324525,939.2228987,8,12.01594328,4835.709612,2.029900011
#05943,9.065082938,2511.160839,2.952371828,213.1214627,9,95.34730267,514.8593299,4.483405539
#05944,106.4127763,2962.82516,2.922988766,777.7258145,18,85.33727899,3221.519184,5.156113207
#05945,286.0550297,3970.812611,2.877801754,972.6738,4,175.1518518,846.3822318,6.867899493
#05946,393.7766334,3173.318179,1.486457047,616.8093166,19,51.49922048,3657.680613,6.089716211
#05947,364.9603983,3927.797067,2.130295964,577.121422,17,32.40642193,4657.216044,6.505975307
#05948,806.6212934,2728.879838,1.770659259,878.8043488,8,132.4287731,4923.299606,4.819624015
#05949,222.3611534,4538.472824,1.803219202,987.1088284,14,182.3476616,2706.397626,5.313086284
#05950,410.9030023,3605.577368,2.704361586,131.4983084,13,184.2473381,2193.407128,7.733761592
#05951,814.4126672,3346.096007,1.036211184,204.1478665,2,34.3525437,4234.524959,4.055654617
#05952,793.6438433,4845.00666,2.81428093,888.4885823,4,116.8005994,1067.297111,1.318889156
#05953,206.0200809,3054.878428,1.289511369,171.877544,3,43.77149585,4105.736617,7.436534296
#05954,364.7089393,4540.684249,1.210024783,581.42415,9,74.16106186,987.2989815,9.346463891
#05955,157.1568364,2202.691195,2.97701642,559.0861086,0,15.76660829,3345.220116,9.458582479
#05956,91.00988821,3497.372193,1.947429132,477.680428,5,85.66896238,1926.199248,7.260843334
#05957,554.6389931,4650.112016,2.045187729,844.8716817,17,190.2319872,3944.25059,9.306888538
#05958,320.1727501,4955.174346,1.190847652,348.7829957,1,33.91409225,2099.60702,7.018150685
#05959,514.1755273,4346.322028,2.314221587,864.1235923,10,152.0637037,1170.271533,7.393640528
#05960,588.3219887,2473.354357,1.289145285,318.7916055,13,61.47617031,882.6055295,8.401634446
#05961,606.5860753,3923.743796,1.77230451,175.5292056,12,179.8960269,2177.203119,4.852124572
#05962,940.8244415,3111.091269,1.268093665,396.9542481,6,129.5686521,4227.989653,5.249496284
#05963,235.4145705,2795.321493,2.461254562,532.7112728,19,117.7927902,349.6032469,6.916212158
#05964,898.1872079,2049.391049,2.913183255,449.7397297,18,176.1965983,2197.769806,9.566891734
#05965,52.25735317,4256.152451,2.809418318,182.1281046,18,78.54349275,1070.161804,2.794947733
#05966,31.35245627,3696.625291,2.329588413,808.8507793,10,131.2843356,4180.303259,9.14775255
#05967,109.6593017,2075.77844,1.549309661,763.6566991,18,53.33802444,756.367277,6.839676917
#05968,644.0454579,3549.158131,2.034861197,333.508243,15,27.06853093,1867.98878,2.797800008
#05969,530.7632239,4083.248364,1.644520094,946.7430664,8,67.47405798,219.5137617,2.247540923
#05970,162.9610599,4021.074424,2.247797559,728.3786413,3,30.36775898,4944.912903,1.482128348
#05971,148.7570425,3780.132778,2.784670421,635.915328,14,10.16691075,2507.113577,5.419210484
#05972,529.8998791,2304.438172,2.503464391,327.3011956,12,156.1110362,989.2151086,5.483839369
#05973,959.0468929,2644.468967,1.298778009,790.6726717,4,80.13650194,234.3597818,6.72651865
#05974,183.5472759,4690.133206,1.0873399,692.5844702,1,111.9613142,4282.77193,9.667854536
#05975,259.8703807,2113.775918,2.001855726,697.3259401,17,27.74382134,3209.967387,9.247730635
#05976,121.4627091,4429.068484,2.159065353,758.3924829,8,115.8201292,2163.296613,7.6974227
#05977,595.0072418,2961.933205,2.618476042,976.7239594,4,54.92266599,2332.45203,9.170399577
#05978,926.8425206,3000.111544,2.010602089,959.9115456,10,88.46043618,153.4382642,6.770407196
#05979,238.7771263,3608.347011,2.857113563,417.6470985,7,36.68300749,2792.289822,7.452778921
#05980,472.9488419,3722.551551,1.657484142,356.2622139,13,105.2786924,12.04276126,1.938632547
#05981,907.706944,3212.527239,1.41410419,586.4036002,5,26.43189452,2571.550799,7.120535322
#05982,708.5748574,3777.074584,1.962764237,548.1757256,15,105.695292,1359.191898,5.943572521
#05983,528.7583768,4979.315311,1.875208007,696.9480421,15,91.21763374,3429.305114,7.919645108
#05984,639.6674613,3068.252929,2.486622578,269.5892915,17,36.37018057,268.1569431,3.37430077
#05985,731.1087307,3622.594962,1.584624473,879.1683541,14,173.3364395,1394.356848,6.362493733
#05986,728.7499736,3286.603088,1.311781434,184.6668714,0,25.77885104,4528.623476,4.539195915
#05987,485.4921312,4128.184261,2.268721366,165.8966617,17,162.2506173,3697.284987,5.172969988
#05988,282.1945178,2845.995293,2.089891221,300.9080078,5,119.650632,516.0023971,5.675355188
#05989,206.9684183,4375.316883,1.022488876,557.2255475,10,123.9699137,571.2315973,1.501887426
